status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
Rex1-Lo,Rex1-Hi,-28.66495630079737,4.285079177918243,-6.689481129896704,2.239632608572248e-11,3.6964200865126896e-25,True
Rex1-Lo,2i,-56.2965446918662,5.37877711260006,-10.466420807805676,1.2321400288375632e-25,3.6964200865126896e-25,True
Rex1-Hi,2i,-27.63158839106883,5.533671482760015,-4.993355401952249,5.933921652542151e-07,3.6964200865126896e-25,True
