status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
Rex1-Lo,Rex1-Hi,-24.539808725915066,5.7202908795311025,-4.289958193162131,1.7870675599508165e-05,1.530555011294249e-17,True
Rex1-Lo,2i,-40.59722004150356,4.6927393893555545,-8.651070658982132,5.101850037647497e-18,1.530555011294249e-17,True
Rex1-Hi,2i,-16.057411315588496,6.532500690385707,-2.458080309003442,0.013968193425083063,1.530555011294249e-17,True
