status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
Rex1-Lo,Rex1-Hi,-24.453160607617193,6.36718080970131,-3.8405004252995782,0.00012278375960069707,2.6489952476666306e-15,True
Rex1-Lo,2i,-37.32576873072394,4.641286715226013,-8.042116555366977,8.829984158888769e-16,2.6489952476666306e-15,True
Rex1-Hi,2i,-12.872608123106744,6.869622123186018,-1.8738451536744265,0.060951770784262824,2.6489952476666306e-15,True
