status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
Rex1-Lo,Rex1-Hi,-5.422676192785019,4.050192910281339,-1.3388686200649003,0.180613446865871,2.7833017754163457e-122,True
Rex1-Lo,2i,-17.51919808707025,0.7435104354254559,-23.56281398665953,9.277672584721152e-123,2.7833017754163457e-122,True
Rex1-Hi,2i,-12.096521894285232,3.9814295644244253,-3.038235814183985,0.002379676575061218,2.7833017754163457e-122,True
