status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
2i,Rex1-Hi,-0.07393000266666816,0.047784852554546266,-1.5471430529638506,0.12182875430258283,0.3654862629077485,False
2i,Rex1-Lo,-0.013183310577311147,1.47809235926687,-0.008919138573891306,0.992883651388503,0.3654862629077485,False
Rex1-Hi,Rex1-Lo,0.06074669208935701,1.4788036389100894,0.041078267926178934,0.9672334996599301,0.3654862629077485,False
