status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
2i,Rex1-Hi,-7.828331344317661,54.19665810647319,-0.1444430637944197,0.8851506133432447,1.0,False
2i,Rex1-Lo,-46.07746958313696,348.7057061673754,-0.13213855915802025,0.8948746975034342,1.0,False
Rex1-Hi,Rex1-Lo,-38.2491382388193,344.5292305397008,-0.11101855763849847,0.9116016308319368,0.9116016308319367,False
