status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
Rex1-Lo,Rex1-Hi,-5.10796968499173,4.759083393723864,-1.0733095561485573,0.2831322490042907,2.1342374417807592e-69,True
Rex1-Lo,2i,-15.105668826344655,0.8548667704841438,-17.670202361228448,7.114124805935864e-70,2.1342374417807592e-69,True
Rex1-Hi,2i,-9.997699141352925,4.681813154038752,-2.135433177791053,0.032725643022593905,2.1342374417807592e-69,True
