status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
Rex1-Lo,Rex1-Hi,-0.4959102904026811,0.5748640807777856,-0.8626565948105841,0.3883263037899748,0.010541079498586223,True
Rex1-Lo,2i,-6.52981781962849,2.2481248098312197,-2.9045619669660256,0.0036776739517130445,0.011033021855139134,True
Rex1-Hi,2i,-6.033907529225809,2.2384751443807342,-2.6955436804258404,0.0070273863323908154,0.010541079498586223,True
