status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
Rex1-Lo,Rex1-Hi,-0.6619960810002095,1.9623948035881338,-0.33734092639757557,0.7358599111002286,9.348429818192522e-96,True
Rex1-Lo,2i,-5.615314193190151,0.26976272824768927,-20.815752530625034,3.1161432727308406e-96,9.348429818192522e-96,True
Rex1-Hi,2i,-4.953318112189941,1.9441898883062059,-2.547754281607396,0.01084188067847525,9.348429818192522e-96,True
