status_a,status_b,diff,se_diff,z,p_two_sided,q_BH,different_at_FDR
2i,Rex1-Hi,-1.971331461226555,329.9091134615804,-0.005975377401801077,0.9952323669976462,0.9952323669976462,False
2i,Rex1-Lo,-20.989230283570905,410.55447781904104,-0.051124105125026235,0.959226627993623,1.0,False
Rex1-Hi,Rex1-Lo,-19.01789882234435,244.42354143049874,-0.07780714865287247,0.9379814598884277,1.0,False
